Authors,Article Title,Publication Year,Abstract,Addresses,DOI,"Times Cited, All Databases",Source Title,tak,v_name,v_country
"Calabrò L., Harris A.J.L., Thouret J.-C.",MEDIA VIEWS OF THE STROMBOLI 2002-2003 ERUPTION AND EVACUATION A CONTENT ANALYSIS TO UNDERSTAND FRAMING OF RISK COMMUNICATION DURING A VOLCANIC CRISIS,2020,NA,"Dipartimento di Scienze Geologiche, Universita' di Roma TRE, Largo S. Leonardo Murialdo 1, Rome, 00146, Italy; Université Clermont Auvergne, CNRS, IRD, OPGC, Laboratoire Magmas et Volcans, Clermont-Ferrand, F-63000, France",10.1186/s13617-020-00094-0,1,Journal of Applied Volcanology,  MEDIA VIEWS OF THE STROMBOLI 2002 2003 ERUPTION AND EVACUATION A CONTENT ANALYSIS TO UNDERSTAND FRAMING OF RISK COMMUNICATION DURING A VOLCANIC CRISIS COASTAL ZONE COMMUNICATION CRISIS MANAGEMENT DISASTER MANAGEMENT LANDSLIDE RISK ASSESSMENT TSUNAMI VOLCANIC ERUPTION CAMEROON ITALY LIPARI ISLANDS MESSINA SICILY SICILY SOUTH REGION STROMBOLI FRAME NEWSPAPER REPORTING RISK TSUNAMI VOLCANIC ERUPTION COASTAL ZONE COMMUNICATION CRISIS MANAGEMENT DISASTER MANAGEMENT LANDSLIDE RISK ASSESSMENT TSUNAMI VOLCANIC ERUPTION CAMEROON ITALY LIPARI ISLANDS MESSINA SICILY SICILY SOUTH REGION STROMBOLI  ,Stromboli,Italy
"Schmid M., Kueppers U., Civico R., Ricci T., Taddeucci J., Dingwell D.B.",CHARACTERISING VENT AND CRATER SHAPE CHANGES AT STROMBOLI IMPLICATIONS FOR RISK AREAS,2021,NA,"Department of Earth and Environmental Sciences, Ludwig-Maximilians-Universität Munich, Germany; Instituto Nazionale di Geofisica e Vulcanologia, Rome, Italy",10.30909/vol.04.01.87105,3,Volcanica,  CHARACTERISING VENT AND CRATER SHAPE CHANGES AT STROMBOLI IMPLICATIONS FOR RISK AREAS NA ERUPTION DYNAMICS EXPLOSIVE VOLCANISM PAROXYSM SFM UAV VENT GEOMETRY CRATER EXPLOSION GEOACCUMULATION PARTICLE SIZE PYROCLASTIC FLOW TOPOGRAPHY VOLCANIC ERUPTION VOLCANO STROMBOLI  ,Stromboli,Italy
Blong R.,THE ERUPTION OF TIMOR IN 1638 350 YEARS OF PLAGIARISM EMBELLISHMENTS AND MISUNDERSTANDINGS,2019,NA,"Risk Frontiers, 8/33 Chandos St., St Leonards, NSW  2065, Australia",10.30909/vol.02.02.191210,1,Volcanica,  THE ERUPTION OF TIMOR IN 1638 350 YEARS OF PLAGIARISM EMBELLISHMENTS AND MISUNDERSTANDINGS NA ARCHIVES EARTHQUAKE HISTORY KIRCHER TIMOR VOLCANIC ERUPTION EARTHQUAKE DAMAGE VOLCANIC ERUPTION VOLCANO VOLCANOLOGY LESSER SUNDA ISLANDS SUNDA ISLES TIMOR STROMBOLI  ,Stromboli,Italy
"Blong R.J., Grasso P., Jenkins S.F., Magill C.R., Wilson T.M., McMullan K., Kandlbauer J.",ESTIMATING BUILDING VULNERABILITY TO VOLCANIC ASH FALL FOR INSURANCE AND OTHER PURPOSES,2017,NA,"Aon Benfield Asia-Pacific, Sydney, Australia; Earth Observatory Singapore, Nanyang Technological University, Singapore, Singapore; Department of Environmental Sciences, Risk Frontiers, Macquarie University, Sydney, Australia; Geological Sciences, University of Canterbury, Christchurch, New Zealand; Department of Earth Sciences, University of Bristol, Bristol, United Kingdom",10.1186/s13617-017-0054-9,8,Journal of Applied Volcanology,  ESTIMATING BUILDING VULNERABILITY TO VOLCANIC ASH FALL FOR INSURANCE AND OTHER PURPOSES NA FRAGILITY FUNCTIONS NATURAL HAZARD LOSSES TAMBORA 1815 ERUPTION TEPHRA VOLCANIC ASH VULNERABILITY FUNCTIONS HAZARD ASSESSMENT INSURANCE SYSTEM NATURAL HAZARD VOLCANIC ASH VOLCANIC ERUPTION VULNERABILITY INDONESIA LESSER SUNDA ISLANDS SUMBAWA TAMBORA WEST NUSA TENGGARA  ,Tambora,Indonesia
"Lerner G.A., Cronin S.J., Turner G.M.",EVALUATING EMPLACEMENT TEMPERATURE OF A 1000-YEAR SEQUENCE OF MASS FLOWS USING PALEOMAGNETISM OF THEIR DEPOSITS AT MT TARANAKI NEW ZEALAND,2019,NA,"School of Environment, University of Auckland, Private Bag 92019, Auckland, 1142, New Zealand; School of Chemical and Physical Sciences, Victoria University of Wellington, PO Box 600, Wellington, 6140, New Zealand",10.30909/vol.02.01.1124,3,Volcanica,  EVALUATING EMPLACEMENT TEMPERATURE OF A 1000 YEAR SEQUENCE OF MASS FLOWS USING PALEOMAGNETISM OF THEIR DEPOSITS AT MT TARANAKI NEW ZEALAND NA BLOCK AND ASH FLOW HAZARD PALEOMAGNETISM PYROCLASTIC FLOW VOLCANO PALEOMAGNETISM PERFORMANCE ASSESSMENT TEMPERATURE VOLCANO NEW ZEALAND  ,Taranaki,New Zealand
"Driedger C., Calvache M., Cortés G.P., Ewert J., Montoya J., Lockhart A., Allen R., Banks D., Beason S., Bocanegra H.T., Burkhart F., Bustad K., Gallego J.A., Gibson Z., Giraldo F.R., Gutierrez C., Quintero J.I., Rodríguez E., Schelling J., Scott M.",LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA-US BINATIONAL EXCHANGE,2020,NA,"US Geological Survey, Cascades Volcano Observatory, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; SGC: Servicio Geológico Colombiano, Diagonal 53 N0. 34 - 53, Bogotá D.C., Colombia; OVSM: Servicio Geológico Colombiano, Observatorio Vulcanológico y Sismológico de Manizales, Avenida 12 de Octubre No. 15-47, Manizales, Caldas, Colombia; US Geological Survey, Volcano Disaster Assistance Program, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; Colombia Office of US Foreign Disaster Assistance (OFDA), Oficina de Los Estados Unidos de Asistencia Para Desastres en El Extranjero (USAID/OFDA), Washington, DC, United States; Pierce County, Economic Development Department, 950 Pacific Ave, Tacoma, WA  98402, United States; Washington State Department of Transportation, 310 Maple Park Avenue SE, Olympia, WA  98504-7300, United States; Mount Rainier National Park, 55210 238th Avenue East, Ashford, WA  98304, United States; Cruz Roja Colombiana- Seccional Tolima, Calle 38A No 5-40, Ibagué, Tolima, Colombia; Whatcom County Sheriff's Office Division of Emergency Management, 311 Grand Ave, Bellingham, WA  98225, United States; Pierce County Department of Emergency Management, 2501 S 35th St, Suite D, Tacoma, WA  98409, United States; Defensa Civil Colombiana - Seccional Caldas, Calle12A No 14-63, Manizales, Caldas, Colombia; Orting Valley Fire and Rescue, P.O. Box 386, Orting, WA  98360, United States; UDEGER: Unidad Departamental de Gestión de Riesgo de Desastres, Calle 22 No 20-52, Manizales, Caldas, Colombia; Secretaría de Ambiente y Gestión de Riesgo de Tolima, Calle 28 No 3-33, Ibagué, Tolima, Colombia; Cuerpo Oficial de Bomberos de Manizales, Calle 13A No 20-21, Manizales, Caldas, Colombia; Department of Homeland Security, 130 228th St SW, Bothell, Wa  98021, United States; P.O. Box 844, Leavenworth, WA  98826, United States",10.1186/s13617-019-0090-8,1,Journal of Applied Volcanology,  LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA US BINATIONAL EXCHANGE EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES COMMUNITY BASED DISASTER RISK REDUCTION CBDRR EDUCATION EMERGENCY MANAGEMENT EXPERIENTIAL LEARNING LAHAR MITIGATION MOUNT BAKER MOUNT RAINIER NEVADO DEL RUIZ TRAINING EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES  ,Tolima,Colombia
"Hurst T., Davis C.",FORECASTING VOLCANIC ASH DEPOSITION USING HYSPLIT,2017,NA,"GNS Science, Lower Hutt, New Zealand; MetService, Wellington, New Zealand",10.1186/s13617-017-0056-7,5,Journal of Applied Volcanology,  FORECASTING VOLCANIC ASH DEPOSITION USING HYSPLIT NA ASHFALL ATMOSPHERIC MODELS MT TONGARIRO TE MAARI VOLCANIC ASH VOLCANIC HAZARD ASH FLOW ATMOSPHERIC MODELING FORECASTING METHOD HAZARD ASSESSMENT PRECISION VELOCITY STRUCTURE VOLCANIC ASH VOLCANIC ERUPTION WIND FIELD MOUNT TONGARIRO  ,Tongariro,New Zealand
"Douillet G.A., Kueppers U., Mato C., Chaffaut Q., Bouysson M., Reschetizka R., Hoelscher I., Witting P., Hess K.-U., Cerwenka A., Dingwell D.B., Bernard B.",REVISITING THE LACQUER PEELS METHOD WITH PYROCLASTIC DEPOSITS SEDIMENT PLATES A PRECISE FINE SCALE IMAGING METHOD AND POWERFUL OUTREACH TOOL,2018,NA,"Ludwig-Maximilians-Universität München, Earth and Environmental Sciences, München, Germany; Universität Bern, Institut für Geologie, Bern, Switzerland; Université Joseph Fourier Grenoble, Grenoble, France; Université de Strasbourg, Ecole Et Observatoire des Sciences de la Terre, Strasbourg, France; Zoologische Staatssammlung München, München, Germany; Instituto Geofisico, Escuela Politécnica Nacional Quito, Quito, Ecuador",10.1186/s13617-018-0080-2,3,Journal of Applied Volcanology,  REVISITING THE LACQUER PEELS METHOD WITH PYROCLASTIC DEPOSITS SEDIMENT PLATES A PRECISE FINE SCALE IMAGING METHOD AND POWERFUL OUTREACH TOOL NA ASTRONI BEDFORMS LAACHER SEE LACQUER PEELS PYROCLASTIC CURRENTS SEDIMENT PLATES SEDIMENTOLOGY TUNGURAHUA DATA SET HARDENING IMAGING METHOD OUTCROP PYROCLASTIC FLOW RESIN SAMPLING SEDIMENT ANALYSIS SEDIMENTOLOGY SURFACE LAYER CAMPANIA ITALY CAMPI FLEGREI ECUADOR GERMANY ITALY LAACHER SEE NAPOLI CAMPANIA RHINELAND PALATINATE TUNGURAHUA TUNGURAHUA VOLCANO  ,Tungurahua,Ecuador
"Mothes P.A., Yepes H.A., Hall M.L., Ramón P.A., Steele A.L., Ruiz M.C.",THE SCIENTIFIC-COMMUNITY INTERFACE OVER THE FIFTEEN-YEAR ERUPTIVE EPISODE OF TUNGURAHUA VOLCANO ECUADOR,2015,NA,"Instituto Geofísico, Escuela Politécnica Nacional, Casilla, Quito, 1701-2759, Ecuador",10.1186/s13617-015-0025-y,30,Journal of Applied Volcanology,  THE SCIENTIFIC COMMUNITY INTERFACE OVER THE FIFTEEN YEAR ERUPTIVE EPISODE OF TUNGURAHUA VOLCANO ECUADOR NA EARLY WARNINGS BEFORE ERUPTION SCIENTIFIC COMMUNITY RELATIONS TUNGURAHUA VOLCANO VIGÍAS VOLCANO OBSERVATORY VULCANIAN ERUPTIONS BOTTOM UP APPROACH DECISION MAKING EARLY WARNING SYSTEM MONITORING SYSTEM OBSERVATORY PERCEPTION RISK ASSESSMENT VOLCANIC ERUPTION ECUADOR TUNGURAHUA TUNGURAHUA VOLCANO  ,Tungurahua,Ecuador
"Stone J., Barclay J., Simmons P., Cole P.D., Loughlin S.C., Ramón P., Mothes P.",RISK REDUCTION THROUGH COMMUNITY-BASED MONITORING THE VIGÍAS OF TUNGURAHUA ECUADOR,2014,NA,"School of Environmental Sciences, University of East Anglia, Norwich Research Park, Norwich, NR4 7TJ, United Kingdom; School of Geography, Earth and Environmental Sciences, University of Plymouth, Plymouth, PL4 8AA, United Kingdom; British Geological Survey, Murchison House, West Mains Road, Edinburgh, EH9 3LA, United Kingdom; Instituto Geofísico, Escuala Politécnica Nacional, Quito, Ecuador",10.1186/s13617-014-0011-9,43,Journal of Applied Volcanology,  RISK REDUCTION THROUGH COMMUNITY BASED MONITORING THE VIGÍAS OF TUNGURAHUA ECUADOR NA CITIZEN SCIENCE COMMUNITY BASED MONITORING DISASTER RISK REDUCTION PARTICIPATORY TUNGURAHUA EARLY WARNING SYSTEM HAZARD ASSESSMENT PARTICIPATORY APPROACH QUESTIONNAIRE SURVEY RISK ASSESSMENT SOCIAL CAPITAL VOLCANO ECUADOR TUNGURAHUA  ,Tungurahua,Ecuador
Bernard B.,HOMEMADE ASHMETER A LOW-COST HIGH-EFFICIENCY SOLUTION TO IMPROVE TEPHRA FIELD-DATA COLLECTION FOR CONTEMPORARY EXPLOSIVE ERUPTIONS,2013,NA,"Universidad San Francisco de Quito, Diego de Robles y Vía Interoceánica, Quito, Ecuador",10.1186/2191-5040-2-1,17,Journal of Applied Volcanology,  HOMEMADE ASHMETER A LOW COST HIGH EFFICIENCY SOLUTION TO IMPROVE TEPHRA FIELD DATA COLLECTION FOR CONTEMPORARY EXPLOSIVE ERUPTIONS NA AREA DENSITY ASHMETER BULK DENSITY HOMEMADE RESOLUTION CALCULATIONS SAMPLING TEPHRA THICKNESS TUNGURAHUA VOLCANOLOGY BULK DENSITY DENSITY EFFICIENCY MEASUREMENT EXPLOSIVE FALLOUT INSTRUMENTATION RESOLUTION SAMPLING TEPHRA VOLCANIC ASH VOLCANIC ERUPTION VOLCANOLOGY ECUADOR TUNGURAHUA TUNGURAHUA VOLCANO  ,Tungurahua,Ecuador
Bernard B.,RAPID HAZARD ASSESSMENT OF VOLCANIC BALLISTIC PROJECTILES USING LONG-EXPOSURE PHOTOGRAPHS INSIGHTS FROM THE 2010 ERUPTIONS AT TUNGURAHUA VOLCANO ECUADOR,2018,NA,"Instituto Geofísico - Escuela Politécnica Nacional, Ladrón de Guevara E11-253 y Andalucía, 6to piso ed. Ing. Civil, Quito, Ecuador",10.30909/vol.01.01.4961,4,Volcanica,  RAPID HAZARD ASSESSMENT OF VOLCANIC BALLISTIC PROJECTILES USING LONG EXPOSURE PHOTOGRAPHS INSIGHTS FROM THE 2010 ERUPTIONS AT TUNGURAHUA VOLCANO ECUADOR NA HAZARD ASSESSMENT LONG EXPOSURE PHOTOGRAPHY TUNGURAHUA VOLCANIC BALLISTIC PROJECTILE   ,Tungurahua,Ecuador
Waythomas C.F.,SIMULTANEOUS EFFUSIVE AND EXPLOSIVE CINDER CONE ERUPTIONS AT VENIAMINOF VOLCANO ALASKA,2021,NA,"US Geological Survey. Alaska Volcano Observatory, 4230 University Dr. Suite 100, Anchorage, AK  99508, United States",10.30909/vol.04.02.295307,NA,Volcanica,  SIMULTANEOUS EFFUSIVE AND EXPLOSIVE CINDER CONE ERUPTIONS AT VENIAMINOF VOLCANO ALASKA NA CINDER CONE ERUPTIONS CONDUIT NETWORK VENIAMINOF VOLCANO CALDERA CINDER CONE EXPLOSIVE VOLCANISM LAVA MAGMA VOLCANIC ERUPTION ALASKA MOUNT VENIAMINOF UNITED STATES  ,Veniaminof,USA
"Macedonio G., Costa A., Scollo S., Neri A.",EFFECTS OF ERUPTION SOURCE PARAMETER VARIATION AND METEOROLOGICAL DATASET ON TEPHRA FALLOUT HAZARD ASSESSMENT EXAMPLE FROM VESUVIUS ITALY,2016,NA,"Istituto Nazionale di Geofisica e Vulcanologia, Osservatorio Vesuviano, Via Diocleziano 328, Napoli, 80124, Italy; Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Bologna, Via Donato Creti 12, Bologna, 40128, Italy; Istituto Nazionale di Geofisica e Vulcanologia, Osservatorio Etneo, P.zza Roma 2, Catania, 95125, Italy; Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Pisa, Via della Faggiola 32, Pisa, 56126, Italy",10.1186/s13617-016-0045-2,23,Journal of Applied Volcanology,  EFFECTS OF ERUPTION SOURCE PARAMETER VARIATION AND METEOROLOGICAL DATASET ON TEPHRA FALLOUT HAZARD ASSESSMENT EXAMPLE FROM VESUVIUS ITALY NA ERUPTION SOURCE PARAMETERS METEOROLOGICAL DATASETS PROBABILITY MAPS STATISTICAL STUDY VESUVIUS AREA DISPERSAL FALLOUT GRAIN SIZE HAZARD ASSESSMENT SEASONAL VARIATION SETTLING VELOCITY SOURCE PARAMETERS STATISTICAL ANALYSIS TEPHRA WIND FIELD BRINDISI CAMPANIA ITALY ITALY LAZIO NAPOLI CAMPANIA PUGLIA ROMA LAZIO ROME VESUVIUS  ,Vesuvius,Italy
"Bonadonna C., Frischknecht C., Menoni S., Romerio F., Gregg C.E., Rosi M., Biass S., Asgary A., Pistolesi M., Guobadia D., Gattuso A., Ricciardi A., Cristiani C.",INTEGRATING HAZARD EXPOSURE VULNERABILITY AND RESILIENCE FOR RISK AND EMERGENCY MANAGEMENT IN A VOLCANIC CONTEXT THE ADVISE MODEL,2021,NA,"Department of Earth Sciences, University of Geneva, Geneva, Switzerland; Politecnico di Milano, Architettura e Pianificazione, Milan, Italy; Geneva School of Economics and Management, University of Geneva, Geneva, Switzerland; Institute for Environmental Sciences, Geneva, Switzerland; Department of Geosciences, East Tennessee State University, Johnson City, United States; Dipartimento di Scienze della Terra, Università Pisa, Pisa, Italy; Earth Observatory of Singapore, Nanyang Technological University, Singapore, Singapore; School of Administrative Studies, York University, Toronto, Canada; Istituto Nazionale di Geofisica e Vulcanologia, Sezione Palermo - Sede operativa di Milazzo, Milazzo, Italy; Dipartimento della Protezione Civile, Rome, Italy",10.1186/s13617-021-00108-5,1,Journal of Applied Volcanology,  INTEGRATING HAZARD EXPOSURE VULNERABILITY AND RESILIENCE FOR RISK AND EMERGENCY MANAGEMENT IN A VOLCANIC CONTEXT THE ADVISE MODEL HAZARD ASSESSMENT HAZARD MANAGEMENT INTEGRATED APPROACH MODEL QUANTITATIVE ANALYSIS RISK ASSESSMENT SEASONAL VARIATION VOLCANIC ERUPTION VULNERABILITY ITALY LIPARI ISLANDS MESSINA SICILY SICILY VULCANO TRACHINOTUS FALCATUS EMERGENCY MANAGEMENT FUNCTIONAL VULNERABILITY HAZARD PHYSICAL VULNERABILITY RISK ASSESSMENT RISK MANAGEMENT SYSTEMIC VULNERABILITY VULCANO ISLAND HAZARD ASSESSMENT HAZARD MANAGEMENT INTEGRATED APPROACH MODEL QUANTITATIVE ANALYSIS RISK ASSESSMENT SEASONAL VARIATION VOLCANIC ERUPTION VULNERABILITY ITALY LIPARI ISLANDS MESSINA SICILY SICILY VULCANO TRACHINOTUS FALCATUS  ,Vulcano,Italy
"Gattuso A., Bonadonna C., Frischknecht C., Cuomo S., Baumann V., Pistolesi M., Biass S., Arrowsmith J.R., Moscariello M., Rosi M.",LAHAR RISK ASSESSMENT FROM SOURCE IDENTIFICATION TO POTENTIAL IMPACT ANALYSIS THE CASE OF VULCANO ISLAND ITALY,2021,NA,"Istituto Nazionale di Geofisica e Vulcanologia, Sede Operativa di Milazzo, Sezione Palermo, Italy; Department of Earth Sciences, University of Geneva, Rue des Maraîchers 13, Geneva, 1205, Switzerland; Laboratory of Geotechnics, University of Salerno, Via Giovanni Paolo II 132, Fisciano, Salerno  84081, Italy; Institut des sciences de la Terre, University of Lausanne, Bâtiment Géopolis, Lausanne, 1015, Switzerland; Dipartimento di Scienze della Terra, Università di Pisa, Pisa, Italy; Earth Observatory of Singapore, Nanyang Technological University, Singapore, Singapore; School of Earth and Space Exploration, Arizona State University, Tempe, AZ, United States",10.1186/s13617-021-00107-6,NA,Journal of Applied Volcanology,  LAHAR RISK ASSESSMENT FROM SOURCE IDENTIFICATION TO POTENTIAL IMPACT ANALYSIS THE CASE OF VULCANO ISLAND ITALY ENVIRONMENTAL IMPACT ASSESSMENT FALLOUT LAHAR RISK ASSESSMENT SOURCE IDENTIFICATION SPATIAL PLANNING TEPHRA TOPOGRAPHY VOLCANOGENIC DEPOSIT VULNERABILITY ITALY LIPARI ISLANDS MESSINA SICILY SICILY VULCANO INDICATOR INDICATOR DEBRIS FLOW HAZARD LA FOSSA VOLCANO LAHAR RISK SPH VULCANO ISLAND ENVIRONMENTAL IMPACT ASSESSMENT FALLOUT LAHAR RISK ASSESSMENT SOURCE IDENTIFICATION SPATIAL PLANNING TEPHRA TOPOGRAPHY VOLCANOGENIC DEPOSIT VULNERABILITY ITALY LIPARI ISLANDS MESSINA SICILY SICILY VULCANO INDICATOR INDICATOR  ,Vulcano,Italy
"Biass S., Bonadonna C., Connor L., Connor C.",TEPHRAPROB A MATLAB PACKAGE FOR PROBABILISTIC HAZARD ASSESSMENTS OF TEPHRA FALLOUT,2016,NA,"Department of Earth Sciences, University of Geneva, 13, rue des Maraichers, Geneva, 1205, Switzerland; Department of Geology and Geophysics, University of Hawai’i at Manoa, 1680 East–West Road, Honolulu, HI 96822, United States; University of South Florida, 4202 E. Fowler Ave, Tampa, FL 33620, United States",10.1186/s13617-016-0050-5,21,Journal of Applied Volcanology,  TEPHRAPROB A MATLAB PACKAGE FOR PROBABILISTIC HAZARD ASSESSMENTS OF TEPHRA FALLOUT NA ASH ERUPTION SCENARIOS OPERATIONAL TOOL PROBABILISTIC HAZARD ASSESSMENT STOCHASTIC TEPHRA HAZARD ASSESSMENT SOURCE PARAMETERS STOCHASTICITY TEPHRA VOLCANIC ERUPTION CHILE ITALY VULCANO  ,Vulcano,Italy
"Fitzgerald R.H., Kennedy B.M., Gomez C., Wilson T.M., Simons B., Leonard G.S., Matoza R.S., Jolly A.D., Garaebiti E.",VOLCANIC BALLISTIC PROJECTILE DEPOSITION FROM A CONTINUOUSLY ERUPTING VOLCANO YASUR VOLCANO VANUATU,2020,NA,"Department of Geological Sciences, University of Canterbury, Private Bag 4800, Christchurch, 8140, New Zealand; Graduate School of Maritime Sciences, Kobe University, 1-1 Rokkodai-cho, Nada-ku, Kobe, 657-8501, Japan; School of Environment, University of Auckland, Private Bag 92019, Auckland, 1142, New Zealand; GNS Science, PO Box 30368, Lower Hutt, 5040, New Zealand; Department of Earth Science, Earth Research Institute, University of California Santa Barbara, Webb Hall MC 9630, Santa Barbara, CA  93106, United States; Vanuatu Meteorology and Geohazards Department, Private Mail Bag 9054, Port Vila, Vanuatu, Vanuatu",10.30909/vol.03.02.183204,2,Volcanica,  VOLCANIC BALLISTIC PROJECTILE DEPOSITION FROM A CONTINUOUSLY ERUPTING VOLCANO YASUR VOLCANO VANUATU NA BALLISTIC DISTRIBUTION BALLISTIC HAZARD ASSESSMENT UAV MAPPING VOLCANIC BALLISTICS YASUR VOLCANO CRATER DETECTION METHOD EXPLOSION FIELD METHOD HAZARD ASSESSMENT SEISMICITY VOLCANIC ERUPTION TANNA VANUATU YASUR VOLCANO  ,Yasur,Vanuatu
